fid,lo_tp_quad,lo_tp_lote,SQL,IPTU22_QtdProprietarios,IPTU22_AnoConstrucaoCorrigido,IPTU22_AreaTerreno,IPTU22_AreaConstruida,IPTU22_AreaOcupada,IPTU22_CA,IPTU22_QtdPavimentos,IPTU22_QtdEsquinas,IPTU22_TipoTerreno,IPTU22_Testada,IPTU_Progressivo,PEUC,Tombado,Ocupado,Publico,UnicoDono,Tipologia
"2241",F,F,"0030030003","1","1964","362.0","2897.0","362.0","80","60","0.0",Normal,"9,80",Não,Não,Não,Não,Sim,Sim,Não Residencial
"2242",F,F,"0030120000","2","1979","253.0","168.0","253.0","20","90","1.0",De esquina,"16,00",Não,Não,Não,Não,Não,Não,Não Residencial
"2243",F,F,"0010310007","1","1953","234.0","500.0","234.0","21","20","0.0",Normal,"7,80",Não,Não,Não,Não,Não,Sim,Não Residencial
"2244",F,F,"0030270074","1","1970","280.0","255.0","255.0","9","10","0.0",Normal,"10,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2245",F,F,"0010320085","1","1971","719.0","1880.0","673.0","26","30","0.0",Normal,"26,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2246",F,F,"0050390041","1","1979","510.0","5348.0","500.0","105","110","0.0",Normal,"12,40",Não,Não,Não,Não,Não,Sim,Não Residencial
"2247",F,F,"0030190003","1","1944","86.0","68.0","68.0","8","10","0.0",Normal,"9,90",Não,Não,Não,Não,Não,Sim,Residencial
"2248",F,F,"0050890050","1","1954","170.0","166.0","166.0","10","10","0.0",Normal,"5,35",Não,Não,Não,Não,Não,Sim,Residencial
"2249",F,F,"0050760082","1","1929","50.0","80.0","40.0","16","20","1.0",De esquina,"5,00",Não,Não,Sim,Não,Não,Sim,Residencial
"2250",F,F,"0030560006","1","1978","192.0","630.0","180.0","33","40","2.0",De duas ou mais,"13,60",Não,Não,Não,Não,Não,Sim,Uso Misto
"2251",F,F,"0010230202","1","1949","980.0","3600.0","782.0","37","30","0.0",Normal,"28,00",Não,Não,Não,Não,Sim,Sim,Não Residencial
"2252",F,F,"0030190006","1","1939","175.0","170.0","170.0","10","10","0.0",Normal,"5,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2253",F,F,"0010230144","1","1953","176.0","279.0","139.0","16","20","0.0",Normal,"5,50",Não,Não,Não,Não,Não,Sim,Uso Misto
"2254",F,F,"0010690005","1","1954","156.0","375.0","130.0","24","30","2.0",De duas ou mais,"14,20",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2255",F,F,"0010670019","1","1959","367.0","1075.0","367.0","29","30","0.0",Normal,"8,75",Não,Não,Não,Não,Não,Sim,Não Residencial
"2256",F,F,"0010700005","1","1961","220.0","686.0","220.0","31","30","2.0",De duas ou mais,"15,36",Não,Não,Não,Não,Não,Sim,Não Residencial
"2257",F,F,"0050110326","1","1973","938.0","8439.0","906.0","90","70","3.0",De duas ou mais,"48,58",Não,Não,Não,Não,Não,Sim,Não Residencial
"2258",F,F,"0050570006","1","1934","74.0","80.0","50.0","11","20","0.0",Normal,"4,70",Não,Não,Não,Não,Não,Sim,Residencial
"2260",F,F,"0050460099","1","1939","76.0","60.0","60.0","8","10","0.0",Normal,"5,50",Não,Não,Sim,Não,Não,Sim,Residencial
"2261",F,F,"0030440058","1","1944","235.0","380.0","235.0","16","20","1.0",De esquina,"13,50",Não,Não,Não,Não,Não,Sim,Uso Misto
"2263",F,F,"0050220011","1","1977","14.0","14.0","14.0","10","10","0.0",Normal,"5,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"2264",F,F,"0010510004","1","1988","250.0","980.0","225.0","39","40","0.0",Normal,"8,65",Não,Não,Não,Não,Não,Sim,Não Residencial
"2265",F,F,"0010830006","1","1971","329.0","1314.0","329.0","40","30","0.0",Normal,"12,85",Não,Não,Não,Não,Não,Sim,Não Residencial
"2266",F,F,"0030160052","1","1973","457.0","542.0","365.0","12","10","0.0",Normal,"10,20",Não,Não,Não,Não,Não,Sim,Não Residencial
"2267",F,F,"0010750000","2","1972","2556.0","7249.0","2449.0","113","170","1.0",De esquina,"16,46",Não,Não,Sim,Não,Não,Não,Não Residencial
"2268",F,F,"0050150000","1","1939","346.0","48.0","346.0","3","120","1.0",De esquina,"19,53",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2269",F,F,"0010300000","2","1976","428.0","123.0","350.0","6","20","0.0",Normal,"42,50",Não,Não,Não,Não,Não,Não,Não Residencial
"2270",F,F,"0010250059","1","1939","700.0","700.0","700.0","10","10","0.0",Normal,"20,00",Sim,Não,Não,Não,Não,Sim,Não Residencial
"2271",F,F,"0010250038","1","1944","240.0","336.0","170.0","14","20","0.0",Normal,"6,00",Não,Não,Não,Não,Não,Sim,Uso Misto
"2272",F,F,"0030130032","1","1972","81.0","120.0","60.0","15","20","0.0",Normal,"5,20",Não,Não,Não,Não,Não,Sim,Residencial
"2273",F,F,"0050760168","1","1967","244.0","401.0","244.0","16","20","0.0",Normal,"4,35",Não,Não,Não,Não,Não,Sim,Uso Misto
"2274",F,F,"0050820013","1","1971","637.0","1314.0","637.0","21","20","0.0",Normal,"26,54",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2275",F,F,"0050760116","1","0","97.0","0.0","0.0","0","0","0.0",Normal,"13,00",Não,Não,Não,Não,Não,Sim,Terreno
"2276",F,F,"0050380013","1","1942","395.0","2044.0","395.0","52","40","1.0",De esquina,"30,90",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2277",F,F,"0050210006","1","1949","161.0","910.0","140.0","57","70","0.0",Normal,"6,45",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2279",F,F,"0010840022","1","1951","756.0","4056.0","756.0","54","50","0.0",Normal,"21,60",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2280",F,F,"0050300065","1","1974","1555.0","4084.0","1555.0","26","20","1.0",De esquina,"18,50",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2281",F,F,"0050560030","1","1959","52.0","60.0","30.0","12","20","0.0",Normal,"4,00",Não,Não,Não,Não,Não,Sim,Residencial
"2282",F,F,"0010840007","1","1954","279.0","779.0","279.0","28","30","0.0",Normal,"9,25",Não,Não,Não,Não,Não,Sim,Não Residencial
"2283",F,F,"0050760204","1","0","423.0","0.0","0.0","0","0","0.0",Normal,"10,90",Não,Não,Não,Não,Sim,Sim,Terreno
"2284",F,F,"0050390040","1","1974","314.0","856.0","314.0","27","30","0.0",Normal,"5,70",Não,Não,Não,Não,Não,Sim,Não Residencial
"2285",F,F,"0010300033","1","1983","871.0","9875.0","750.0","113","130","1.0",De esquina,"35,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"2286",F,F,"0010670008","1","1965","522.0","3135.0","480.0","60","70","0.0",Normal,"10,65",Não,Não,Não,Não,Não,Sim,Não Residencial
"2287",F,F,"0030410106","1","1924","59.0","44.0","44.0","7","10","0.0",Terreno interno,"14,00",Não,Não,Não,Não,Não,Sim,Residencial
"2288",F,F,"0010800021","1","1957","288.0","3241.0","255.0","113","160","0.0",Normal,"9,98",Não,Não,Não,Não,Não,Sim,Não Residencial
"2289",F,F,"0010800286","1","0","309.0","0.0","0.0","0","0","0.0",Normal,"11,27",Não,Não,Não,Não,Sim,Sim,Terreno
"2290",F,F,"0050440003","1","1971","57.0","226.0","57.0","40","40","0.0",Normal,"6,80",Não,Não,Não,Não,Não,Sim,Não Residencial
"2291",F,F,"0030140179","1","1964","111.0","175.0","87.0","16","20","0.0",Normal,"6,16",Não,Não,Não,Não,Não,Sim,Residencial
"2292",F,F,"0010800004","1","1972","497.0","965.0","497.0","19","20","0.0",Normal,"11,60",Não,Não,Não,Não,Não,Sim,Não Residencial
"2293",F,F,"0010400000","1","1953","553.0","316.0","553.0","6","190","2.0",De esquina,"0,00",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2295",F,F,"0050110025","1","1949","420.0","1813.0","420.0","43","110","0.0",Normal,"10,00",Não,Não,Não,Sim,Não,Sim,Não Residencial
"2296",F,F,"0050120004","1","1952","370.0","1000.0","370.0","27","30","1.0",De esquina,"10,33",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2297",F,F,"0030150021","1","1982","179.0","229.0","179.0","13","20","0.0",Normal,"5,40",Não,Não,Não,Não,Não,Sim,Não Residencial
"2298",F,F,"0010750059","1","1979","262.0","735.0","262.0","28","20","0.0",Normal,"7,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2299",F,F,"0050460095","1","1939","84.0","63.0","63.0","8","10","0.0",Normal,"6,50",Não,Não,Sim,Não,Não,Sim,Residencial
"2300",F,F,"0030320039","1","0","110.0","0.0","0.0","0","0","2.0",De duas ou mais,"13,10",Não,Não,Não,Não,Não,Sim,Terreno
"2303",F,F,"0010410014","1","1971","251.0","981.0","251.0","39","30","2.0",De duas ou mais,"14,40",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2304",F,F,"0050280000","2","1943","624.0","55.0","455.0","2","110","1.0",De esquina,"23,75",Não,Não,Sim,Não,Não,Não,Não Residencial
"2305",F,F,"0050890035","1","1934","75.0","40.0","40.0","5","10","1.0",De esquina,"10,00",Não,Não,Não,Não,Não,Sim,Residencial
"2306",F,F,"0010620000","3","1969","1025.0","37.0","950.0","1","200","2.0",De duas ou mais,"46,68",Não,Não,Não,Não,Não,Não,Não Residencial
"2307",F,F,"0030640010","1","1955","132.0","234.0","130.0","18","20","0.0",Normal,"14,78",Não,Não,Não,Não,Não,Sim,Uso Misto
"2308",F,F,"0010620001","1","0","598.0","0.0","0.0","0","0","1.0",De esquina,"38,50",Não,Não,Não,Não,Não,Sim,Terreno
"2311",F,F,"0030460000","2","1972","1814.0","539.0","1814.0","6","20","1.0",De esquina,"29,99",Não,Não,Não,Não,Não,Não,Não Residencial
"2312",F,F,"0050760244","1","1970","1008.0","1842.0","614.0","18","30","0.0",Normal,"31,42",Não,Não,Não,Não,Sim,Sim,Não Residencial
"2313",F,F,"0030020019","1","1944","211.0","479.0","150.0","23","30","0.0",Normal,"7,00",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2314",F,F,"0050430028","1","1939","100.0","80.0","40.0","8","20","1.0",De esquina,"5,00",Não,Não,Não,Não,Não,Sim,Residencial
"2315",F,F,"0030080000","3","1983","254.0","100.0","233.0","12","80","0.0",Normal,"13,40",Não,Não,Não,Não,Não,Não,Uso Misto
"2316",F,F,"0050040166","1","1957","86.0","158.0","86.0","18","20","0.0",Normal,"3,33",Não,Não,Não,Não,Não,Sim,Não Residencial
"2319",F,F,"0050530023","1","1967","152.0","183.0","91.0","12","20","0.0",Normal,"6,00",Não,Não,Não,Não,Não,Sim,Residencial
"2320",F,F,"0050530000","2","1970","128.0","94.0","90.0","15","40","0.0",Normal,"5,10",Não,Não,Não,Não,Não,Não,Uso Misto
"2322",F,F,"0050110000","1","1950","106.0","109.0","106.0","20","120","0.0",Normal,"8,65",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2323",F,F,"0030130130","1","1939","979.0","700.0","700.0","7","10","0.0",Normal,"5,00",Não,Não,Não,Não,Não,Sim,Uso Misto
"2324",F,F,"0030070000","2","1967","161.0","88.0","150.0","11","80","0.0",Normal,"5,80",Não,Não,Não,Não,Não,Não,Não Residencial
"2325",F,F,"0050760065","1","0","121.0","0.0","0.0","0","0","0.0",Normal,"5,50",Não,Não,Não,Não,Sim,Sim,Terreno
"2326",F,F,"0050450076","1","1987","1017.0","2128.0","762.0","21","30","0.0",Normal,"29,80",Não,Não,Não,Não,Não,Sim,Não Residencial
"2327",F,F,"0050890043","1","1929","54.0","70.0","40.0","13","20","0.0",Normal,"2,50",Não,Não,Não,Não,Não,Sim,Residencial
"2328",F,F,"0010310022","1","1924","101.0","80.0","80.0","8","10","0.0",Normal,"4,40",Não,Não,Não,Não,Não,Sim,Residencial
"2329",F,F,"0010300007","1","1949","248.0","600.0","236.0","24","30","0.0",Normal,"5,40",Não,Não,Não,Não,Não,Sim,Não Residencial
"2330",F,F,"0010390029","1","1962","355.0","1173.0","355.0","33","40","2.0",De duas ou mais,"22,80",Não,Não,Não,Não,Não,Sim,Não Residencial
"2331",F,F,"0010390019","1","1974","152.0","324.0","152.0","21","20","0.0",Normal,"6,10",Não,Não,Não,Não,Não,Sim,Não Residencial
"2332",F,F,"0050460063","1","1939","607.0","400.0","400.0","7","10","0.0",Normal,"7,80",Não,Não,Não,Não,Não,Sim,Não Residencial
"2333",F,F,"0050460130","1","1949","184.0","464.0","132.0","25","30","0.0",Normal,"6,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2334",F,F,"0010230035","1","1944","88.0","80.0","70.0","9","10","0.0",Normal,"8,00",Não,Não,Não,Não,Não,Sim,Residencial
"2335",F,F,"0030210038","1","1970","944.0","160.0","160.0","2","10","1.0",De esquina,"9,85",Não,Não,Não,Não,Sim,Sim,Não Residencial
"2336",F,F,"0010230034","1","1944","88.0","80.0","70.0","9","10","0.0",Normal,"8,50",Não,Não,Não,Não,Não,Sim,Residencial
"2337",F,F,"0010340044","1","1975","478.0","1536.0","478.0","32","30","0.0",Normal,"13,63",Não,Não,Não,Não,Não,Sim,Não Residencial
"2338",F,F,"0030160038","1","1941","945.0","1514.0","945.0","16","20","0.0",Normal,"10,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"2339",F,F,"0010340023","1","1972","248.0","1044.0","245.0","42","40","0.0",Normal,"7,08",Não,Não,Não,Não,Não,Sim,Não Residencial
"2340",F,F,"0050380285","1","1975","500.0","1417.0","500.0","28","20","2.0",De duas ou mais,"41,00",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2341",F,F,"0050110000","1","1950","106.0","109.0","106.0","20","120","0.0",Normal,"8,65",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2342",F,F,"0010230143","1","1970","176.0","240.0","120.0","14","20","0.0",Normal,"5,50",Não,Não,Não,Não,Não,Sim,Uso Misto
"2343",F,F,"0050890032","1","1934","80.0","80.0","80.0","10","10","1.0",De esquina,"9,90",Não,Não,Não,Não,Não,Sim,Residencial
"2344",F,F,"0050390988","1","1992","884.0","4978.0","884.0","56","70","0.0",Normal,"23,70",Não,Não,Não,Não,Não,Sim,Não Residencial
"2346",F,F,"0010610006","1","1980","320.0","2368.0","320.0","74","90","0.0",Normal,"12,85",Não,Não,Não,Não,Não,Sim,Não Residencial
"2347",F,F,"0010510005","1","1924","141.0","360.0","120.0","26","30","0.0",Normal,"5,52",Não,Não,Não,Não,Não,Sim,Não Residencial
"2349",F,F,"0030190050","1","1939","380.0","300.0","300.0","8","10","0.0",Normal,"9,50",Não,Não,Não,Não,Não,Sim,Não Residencial
"2350",F,F,"0050530027","1","1970","200.0","180.0","180.0","9","10","0.0",Normal,"8,00",Não,Não,Não,Não,Não,Sim,Residencial
"2351",F,F,"0010510006","1","1970","190.0","518.0","170.0","27","30","0.0",Normal,"5,82",Não,Não,Não,Não,Não,Sim,Não Residencial
"2352",F,F,"0010660002","1","1970","208.0","410.0","208.0","20","20","2.0",De duas ou mais,"14,68",Não,Não,Não,Não,Não,Sim,Não Residencial
"2353",F,F,"0010490000","1","1973","626.0","176.0","440.0","6","100","0.0",Normal,"16,00",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2354",F,F,"0010400007","1","1944","272.0","816.0","272.0","30","30","2.0",De duas ou mais,"16,85",Não,Não,Não,Não,Não,Sim,Não Residencial
"2355",F,F,"0050040013","1","1929","803.0","3087.0","772.0","38","30","2.0",De esquina,"0,00",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2356",F,F,"0010230083","1","1944","80.0","50.0","50.0","6","10","0.0",Normal,"8,00",Não,Não,Não,Não,Não,Sim,Residencial
"2357",F,F,"0030440024","1","0","150.0","0.0","0.0","0","0","0.0",Normal,"3,00",Não,Não,Não,Não,Não,Sim,Terreno
"2358",F,F,"0010490029","1","1922","107.0","349.0","107.0","33","30","1.0",De esquina,"17,00",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2359",F,F,"0030600144","1","1973","901.0","901.0","901.0","10","10","0.0",Normal,"6,68",Não,Não,Não,Não,Sim,Sim,Não Residencial
"2360",F,F,"0050040003","1","1949","549.0","1600.0","534.0","29","30","0.0",Normal,"14,10",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2361",F,F,"0010680015","1","1958","126.0","340.0","114.0","27","30","0.0",Normal,"7,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2362",F,F,"0050280000","2","1943","624.0","55.0","455.0","2","110","1.0",De esquina,"23,75",Não,Não,Sim,Não,Não,Não,Não Residencial
"2363",F,F,"0050040167","1","0","45.0","0.0","0.0","0","0","0.0",Normal,"2,12",Não,Não,Não,Não,Não,Sim,Terreno
"2364",F,F,"0030440025","1","1954","225.0","150.0","150.0","7","10","0.0",Normal,"4,50",Não,Não,Não,Não,Não,Sim,Residencial
"2365",F,F,"0010410013","1","1944","259.0","960.0","259.0","37","40","0.0",Normal,"7,70",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2366",F,F,"0050400034","1","1975","91.0","285.0","72.0","31","40","0.0",Normal,"5,15",Não,Não,Não,Não,Não,Sim,Não Residencial
"2367",F,F,"0010750000","2","1972","2556.0","7249.0","2449.0","113","170","1.0",De esquina,"16,46",Não,Não,Sim,Não,Não,Não,Não Residencial
"2368",F,F,"0010750038","1","1972","595.0","1302.0","403.0","22","40","0.0",Normal,"7,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2370",F,F,"0050210012","1","1982","570.0","1761.0","464.0","31","40","0.0",Normal,"11,75",Não,Não,Não,Não,Não,Sim,Não Residencial
"2371",F,F,"0050510019","1","1939","370.0","1260.0","180.0","34","50","0.0",Normal,"10,10",Não,Não,Não,Não,Não,Sim,Uso Misto
"2372",F,F,"0030140018","1","1970","215.0","339.0","215.0","16","20","0.0",Normal,"5,00",Não,Não,Não,Sim,Não,Sim,Uso Misto
"2374",F,F,"0050210000","2","1959","121.0","44.0","121.0","7","80","0.0",Normal,"10,25",Não,Não,Sim,Não,Não,Não,Não Residencial
"2375",F,F,"0010680014","1","1954","139.0","350.0","120.0","25","30","0.0",Normal,"6,95",Não,Não,Não,Não,Não,Sim,Uso Misto
"2376",F,F,"0010680008","1","1949","733.0","2500.0","680.0","34","40","1.0",De esquina,"36,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2377",F,F,"0030020009","1","1967","199.0","491.0","150.0","25","30","0.0",Normal,"7,05",Não,Não,Sim,Não,Não,Sim,Uso Misto
"2378",F,F,"0030020010","1","1944","199.0","298.0","150.0","15","30","0.0",Normal,"7,30",Não,Não,Sim,Não,Não,Sim,Uso Misto
"2379",F,F,"0050120000","1","1972","314.0","730.0","314.0","23","90","0.0",Normal,"13,05",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2380",F,F,"0010310019","1","1944","813.0","2181.0","781.0","27","30","2.0",De duas ou mais,"19,85",Não,Não,Não,Não,Não,Sim,Não Residencial
"2381",F,F,"0010310011","1","1989","190.0","315.0","190.0","17","20","0.0",Normal,"7,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2382",F,F,"0010830021","1","1974","742.0","3145.0","742.0","42","40","1.0",De esquina,"35,00",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2383",F,F,"0050030000","2","1966","428.0","274.0","428.0","13","80","1.0",De esquina,"20,82",Não,Não,Não,Não,Não,Não,Não Residencial
"2384",F,F,"0030410092","1","1939","80.0","100.0","60.0","13","20","0.0",Terreno interno,"7,00",Não,Não,Não,Não,Não,Sim,Residencial
"2385",F,F,"0010500066","1","1954","388.0","960.0","320.0","25","30","0.0",Normal,"10,52",Não,Não,Não,Não,Não,Sim,Não Residencial
"2386",F,F,"0010670012","1","1977","301.0","857.0","301.0","28","30","0.0",Normal,"7,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2387",F,F,"0010670045","1","1940","360.0","657.0","360.0","18","20","0.0",Normal,"7,60",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2388",F,F,"0050510000","2","1981","224.0","76.0","160.0","7","20","0.0",Normal,"14,00",Não,Não,Não,Não,Não,Não,Não Residencial
"2389",F,F,"0050330020","1","1949","175.0","320.0","110.0","18","30","0.0",Normal,"7,18",Não,Não,Não,Não,Não,Sim,Não Residencial
"2390",F,F,"0010670017","1","1971","367.0","2057.0","360.0","56","60","0.0",Normal,"8,96",Não,Não,Não,Não,Não,Sim,Não Residencial
"2391",F,F,"0010250050","1","1970","700.0","3547.0","700.0","51","70","1.0",De esquina,"20,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2392",F,F,"0030110100","1","1919","90.0","60.0","60.0","7","10","0.0",Normal,"4,70",Não,Não,Não,Não,Não,Sim,Residencial
"2393",F,F,"0010230099","1","1959","80.0","70.0","70.0","9","10","0.0",Normal,"8,00",Não,Não,Não,Não,Não,Sim,Residencial
"2394",F,F,"0010640000","1","1970","309.0","112.0","270.0","4","60","1.0",De esquina,"16,15",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2395",F,F,"0010760014","1","1958","301.0","580.0","250.0","19","30","1.0",De esquina,"14,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2396",F,F,"0030460250","1","1989","804.0","1093.0","690.0","14","20","2.0",De duas ou mais,"45,80",Não,Não,Não,Não,Não,Sim,Não Residencial
"2397",F,F,"0010760013","1","1954","423.0","1200.0","400.0","28","30","0.0",Normal,"25,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2399",F,F,"0050910011","1","1956","606.0","1361.0","402.0","22","30","1.0",De esquina,"14,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2400",F,F,"0050761688","1","0","133.0","0.0","0.0","0","0","0.0",Normal,"4,50",Não,Não,Não,Não,Sim,Sim,Terreno
"2401",F,F,"0050930002","1","0","140.0","0.0","0.0","0","0","1.0",De esquina,"14,35",Não,Não,Não,Não,Não,Sim,Terreno
"2402",F,F,"0010640415","1","1961","207.0","551.0","207.0","27","20","1.0",De esquina,"7,60",Não,Não,Não,Não,Não,Sim,Não Residencial
"2403",F,F,"0010230003","1","1970","248.0","380.0","190.0","15","20","0.0",Normal,"7,60",Não,Não,Não,Não,Não,Sim,Uso Misto
"2404",F,F,"0050440011","1","1970","300.0","400.0","120.0","13","30","0.0",Normal,"9,85",Não,Não,Não,Não,Não,Sim,Uso Misto
"2405",F,F,"0010830000","2","1965","607.0","1672.0","584.0","55","110","0.0",Normal,"25,00",Não,Não,Sim,Não,Não,Não,Não Residencial
"2406",F,F,"0010230188","1","1970","260.0","400.0","200.0","15","20","0.0",Normal,"8,15",Não,Não,Não,Não,Não,Sim,Não Residencial
"2407",F,F,"0050890028","1","1947","77.0","122.0","77.0","16","20","0.0",Normal,"5,55",Não,Não,Não,Não,Não,Sim,Residencial
"2408",F,F,"0010230000","1","1959","954.0","284.0","882.0","6","60","0.0",Normal,"23,60",Não,Não,Não,Não,Não,Sim,Uso Misto
"2409",F,F,"0030410068","1","1939","1100.0","1100.0","1100.0","10","10","0.0",Normal,"17,25",Não,Não,Não,Não,Não,Sim,Não Residencial
"2410",F,F,"0050150005","1","1987","123.0","292.0","123.0","24","30","0.0",Normal,"6,70",Não,Não,Não,Não,Não,Sim,Não Residencial
"2411",F,F,"0050890027","1","1934","60.0","40.0","40.0","7","10","0.0",Normal,"5,30",Não,Não,Não,Não,Não,Sim,Residencial
"2412",F,F,"0010340010","1","1954","276.0","276.0","276.0","10","10","0.0",Normal,"9,20",Não,Não,Não,Não,Não,Sim,Não Residencial
"2413",F,F,"0030190010","1","1954","201.0","400.0","200.0","20","20","0.0",Normal,"6,70",Não,Não,Não,Sim,Não,Sim,Uso Misto
"2414",F,F,"0010490020","1","1970","178.0","427.0","178.0","24","20","0.0",Normal,"6,60",Não,Não,Não,Não,Não,Sim,Não Residencial
"2416",F,F,"0050330151","1","1954","482.0","2470.0","412.0","51","60","0.0",Normal,"10,70",Não,Não,Não,Não,Não,Sim,Uso Misto
"2419",F,F,"0030410036","1","1949","98.0","170.0","78.0","17","20","1.0",De esquina,"8,30",Não,Não,Não,Não,Não,Sim,Uso Misto
"2421",F,F,"0030140212","1","1964","150.0","135.0","135.0","9","10","0.0",Normal,"10,00",Não,Não,Não,Não,Não,Sim,Residencial
"2422",F,F,"0050820073","1","0","79.0","0.0","0.0","0","0","0.0",Normal,"13,30",Não,Não,Não,Não,Não,Sim,Terreno
"2423",F,F,"0050200008","1","1970","181.0","375.0","181.0","21","20","0.0",Normal,"6,30",Não,Não,Não,Não,Não,Sim,Não Residencial
"2427",F,F,"0030640030","1","1970","360.0","256.0","256.0","7","10","0.0",Normal,"12,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2429",F,F,"0030640016","1","1944","150.0","230.0","115.0","15","20","0.0",Normal,"4,93",Não,Não,Não,Não,Não,Sim,Uso Misto
"2430",F,F,"0050390044","1","1963","897.0","1392.0","889.0","16","30","0.0",Normal,"13,45",Não,Não,Não,Não,Não,Sim,Não Residencial
"2431",F,F,"0030320053","1","1968","360.0","266.0","266.0","7","10","1.0",De esquina,"30,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2432",F,F,"0050391090","1","1939","343.0","313.0","313.0","9","10","0.0",Normal,"11,45",Não,Não,Não,Não,Não,Sim,Não Residencial
"2433",F,F,"0030190158","1","1961","426.0","470.0","420.0","11","10","0.0",Normal,"5,85",Não,Não,Não,Não,Não,Sim,Não Residencial
"2434",F,F,"0050760243","1","1966","1008.0","1081.0","400.0","11","40","0.0",Normal,"17,20",Não,Não,Não,Não,Não,Sim,Não Residencial
"2435",F,F,"0010510000","1","1970","430.0","57.0","427.0","3","110","1.0",De esquina,"12,00",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2436",F,F,"0030420077","1","1986","534.0","684.0","525.0","13","20","0.0",Normal,"15,10",Não,Não,Não,Não,Não,Sim,Não Residencial
"2437",F,F,"0050210016","1","1959","93.0","455.0","76.0","49","60","0.0",Normal,"6,82",Não,Não,Não,Não,Não,Sim,Não Residencial
"2438",F,F,"0010650004","1","1944","198.0","396.0","198.0","20","20","2.0",De duas ou mais,"14,60",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2439",F,F,"0050820000","2","1968","263.0","190.0","260.0","14","80","0.0",Normal,"7,50",Não,Não,Não,Não,Não,Não,Não Residencial
"2441",F,F,"0030670237","1","1953","457.0","773.0","457.0","17","20","0.0",Normal,"13,05",Não,Não,Não,Não,Não,Sim,Uso Misto
"2442",F,F,"0050200068","1","1940","56.0","206.0","56.0","37","40","0.0",Normal,"5,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2444",F,F,"0010770009","1","1964","360.0","839.0","330.0","23","30","0.0",Normal,"24,94",Não,Não,Sim,Não,Não,Sim,Não Residencial
"2445",F,F,"0030280007","1","1966","210.0","348.0","100.0","17","20","0.0",Normal,"6,25",Não,Não,Não,Não,Não,Sim,Uso Misto
"2447",F,F,"0010640019","1","1970","160.0","300.0","150.0","19","20","0.0",Normal,"5,47",Não,Não,Não,Não,Não,Sim,Não Residencial
"2448",F,F,"0010230123","1","1944","173.0","480.0","148.0","28","30","1.0",De esquina,"5,60",Não,Não,Não,Não,Não,Sim,Uso Misto
"2449",F,F,"0050090001","1","0","335.0","0.0","0.0","0","0","2.0",De esquina,"0,00",Não,Não,Não,Não,Sim,Sim,Terreno
"2450",F,F,"0030280095","1","1982","735.0","794.0","735.0","11","20","0.0",Normal,"21,00",Não,Não,Não,Não,Não,Sim,Não Residencial
"2451",F,F,"0010310000","1","1949","200.0","135.0","200.0","7","80","0.0",Normal,"7,37",Não,Não,Não,Não,Não,Sim,Não Residencial
